,id,location,lat,lon
154,6920,"Manali Village, Chennai - TNPCB",11.258244,77.552429
155,6923,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031
156,6924,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075
157,6927,"Colaba, Mumbai - MPCB",18.91,72.82
158,6928,"Vasai West, Mumbai - MPCB",19.3832,72.8204
159,6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738
160,6930,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471
161,6931,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006
162,6932,"Alipur, Delhi - DPCC",28.815329,77.15301
163,6933,"Shasthri Nagar, Ratlam - IPCA Lab",23.331731,75.045981
164,6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.26484
165,6935,"Urban Estate-II, Hisar - HSPCB",29.14056,75.744941
166,6936,"Arya Nagar, Bahadurgarh - HSPCB",28.6701,76.9254
167,6937,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328
168,6938,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526
169,6939,"Hardev Nagar, Bathinda - PPCB",30.233011,74.907758
170,6940,"Kalal Majra, Khanna - PPCB",30.736056,76.209694
171,6941,"Railway Colony, Guwahati - APCB",26.144499999999997,91.7362
172,6942,"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435
173,6943,"Mahape, Navi Mumbai - MPCB",19.1135051,73.008978
174,6944,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105
175,6945,"Kurla, Mumbai - MPCB",19.0863,72.8888
176,6946,"Belur Math, Howrah - WBPCB",22.629801,88.352017
177,6947,"General Hospital, Mandikhera - HSPCB",27.9002,76.9938
178,6948,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462
179,6949,"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997
180,6950,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917
181,6951,"Murthal, Sonipat - HSPCB",29.0272,77.0621
182,6952,"F-Block, Sirsa - HSPCB",29.5364,75.0158
183,6953,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609
184,6954,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418
185,6955,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",17.321993,76.822628
186,6956,"Powai, Mumbai - MPCB",19.1375,72.915056
187,6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829
188,6958,"Sector-18, Panipat - HSPCB",29.435587,76.975531
189,6959,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993
190,6960,"Patparganj, Delhi - DPCC",28.623748,77.287205
191,6961,"Shrivastav Colony, Damoh - MPPCB",23.81748678,79.446246
192,6962,"GIDC, Ankleshwar - GPCB",21.613267,73.010555
193,6963,"Police Lines, Jind - HSPCB",29.307814,76.337619
194,6964,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328
195,6965,"Borivali East, Mumbai - MPCB",19.227474,72.864394
196,6966,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765
197,6967,"Sion, Mumbai - MPCB",19.047,72.8746
198,6968,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013
199,6969,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934
200,6970,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115
201,6971,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
202,6972,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699
203,6973,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908
204,6974,"Bapuji Nagar, Bengaluru - KSPCB",12.951913,77.539784
205,6975,"Silk Board, Bengaluru - KSPCB",12.917348,77.622813
206,6976,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941
207,6978,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482
208,6979,"New Collectorate, Baghpat - UPPCB",28.974801000000003,77.21335699999999
209,6980,"Sector-1, Noida - UPPCB",28.589247,77.321962
210,6981,"Fort William, Kolkata - WBPCB",22.55664,88.342674
211,6982,"Deshpande Nagar, Hubballi - KSPCB",15.351773,75.140726
212,6983,"Hombegowda Nagar, Bengaluru - KSPCB",12.938539,77.5901
213,6984,"Hebbal, Bengaluru - KSPCB",13.029152,77.585901
214,6985,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831
215,6986,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663
216,6987,"Vile Parle West, Mumbai - MPCB",19.10861,72.83622
217,6988,"Sector-116, Noida - UPPCB",28.56923,77.393848
218,7005,"Loni, Ghaziabad - UPPCB",28.757294,77.278792
219,7044,"R K Puram, Delhi - DPCC",28.563262000000005,77.186937
220,7140,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119
221,7280,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667
222,7281,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667
223,7282,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879
224,7283,"MD University, Rohtak - HSPCB",28.87793,76.620825
225,7289,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376
226,7292,"Chhoti Gwaltoli, Indore - MPPCB",22.431,75.5213
227,7299,"Gole Bazar, Katni - MPPCB",23.833778,80.39122199999998
228,7434,"East Arjun Nagar, Delhi - CPCB",28.655601699999995,77.2859318
229,7494,"SFTI Kusdihra, Gaya - BSPCB",24.762518,84.982348
230,7495,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586
231,7583,"ICRISAT Patancheru, Hyderabad - TSPCB",17.305178,78.162863
232,7720,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723
233,7752,"Khadakpada, Kalyan - MPCB",19.25292,73.142019
234,7777,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",17.321993,76.822628
235,7833,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354
236,7850,"Bandra, Mumbai - MPCB",19.0627,72.84614
237,7880,"Sikulpuikawn, Aizawl - Mizoram PCB",23.7176342,92.7192841
238,7901,"Corporation Ground, Thrissur- Kerala PCB",10.522198,76.24085
239,7979,"Deen Dayal Nagar, Sagar - MPPCB",23.8640158,78.80289321
240,8035,"Ibrahimpur, Vijayapura - KSPCB",16.802639,75.722694
241,8039,Mumbai,19.07283,72.88261
242,8092,"East Arjun Nagar, Delhi - CPCB",28.655935,77.294904
243,8118,New Delhi,28.63576,77.22445
244,8153,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521
245,8171,"GIDC, Nandesari - Nandesari Ind. Association",22.410802,73.097923
246,8172,US Diplomatic Post: Kolkata,22.56263,88.36304
247,8190,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.5637,76.8865
248,8235,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633
249,8239,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255
250,8245,"Gole Bazar, Katni - MPPCB",23.50016,80.23284
251,8319,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675
252,8365,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515
253,8472,"Bawana, Delhi - DPCC",28.7762,77.051074
254,8475,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
255,8557,Hyderabad,17.38405,78.45636
256,8558,Chennai,13.08784,80.278475
257,8914,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996
258,8915,"Wazirpur, Delhi - DPCC",28.699793,77.165453
259,8916,"Vyttila, Kochi - Kerala PCB",9.969447,76.321186
260,8917,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665
261,10484,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156
262,10485,"Narela, Delhi - DPCC",28.822836,77.101981
263,10486,"Mundka, Delhi - DPCC",28.684678,77.076574
264,10487,"Anand Vihar, Delhi - DPCC",28.646835,77.316032
265,10488,"Najafgarh, Delhi - DPCC",28.570173,76.933762
266,10489,"ITO, Delhi - CPCB",28.628624,77.24106
267,10537,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694
268,10545,"Civil Lines, Ajmer - RSPCB",26.470859,74.646594
269,10599,"Rajbansi Nagar, Patna - BSPCB",25.599486,85.113666
270,10609,"Hebbal 1st Stage, Mysuru - KSPCB",12.210409999999998,76.37376
271,10630,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158
272,10633,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691
273,10645,"Industrial Area, Hajipur - BSPCB",25.697189,85.2459
274,10670,"Muradpur, Patna - BSPCB",25.619651,85.147382
275,10695,"Ratanpura, Rupnagar - Ambuja Cements",30.032545399999997,76.5623046
276,10697,"Samanpura, Patna - BSPCB",25.596727,85.085624
277,10725,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653
278,10747,"Thavakkara, Kannur - Kerala PCB",11.875,75.3732
279,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584
280,10820,"Sector 30, Faridabad - HSPCB",28.4417,77.3217
281,10823,"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813
282,10825,"Sector-51, Gurugram - HSPCB",28.4227,77.0667
283,10831,"Rohini, Delhi - DPCC",28.732528,77.11992
284,10844,"Ghusuri, Howrah - WBPCB",22.611968,88.347422
285,10851,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457
286,10895,"Lumpyngngad, Shillong - Meghalaya PCB",25.5586,91.8985
287,10896,"Chhoti Gwaltoli, Indore - MPPCB",22.431,75.5213
288,10897,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777
289,10898,"Palayam, Kozhikode - Kerala PCB",11.249077,75.78437099999998
290,10900,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465
291,10901,"PWD Juction, Kohima - NPCB",25.6635413,94.0989878
292,10902,"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056
293,10903,"Railway Colony, Guwahati - APCB",26.181742,91.78063
294,10904,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142
295,10905,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
296,10906,"Murthal, Sonipat - HSPCB",29.027199999999997,77.0621
297,10907,"City Center, Gwalior - MPPCB",26.203442,78.193251
298,10908,"Sector 11, Faridabad - HSPCB",28.376058,77.315741
299,10909,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
300,10910,"Sector-12, Karnal - HSPCB",29.6953,77.0027
301,10911,"Marhatal, Jabalpur - MPPCB",23.168606,79.932247
302,10912,"Phool Bagh, Gwalior - Mondelez Ind. Food",26.210536,78.171
303,10913,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574
304,10914,"Sector-25, Chandigarh - CPCC",30.751462,76.762879
305,10915,"Polayathode, Kollam - Kerala PCB",8.8787,76.6073
306,10916,"Kacheripady, Ernakulam - Kerala PCB",9.985653,76.281342
307,10917,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783
308,10918,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022
309,10919,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839
310,10920,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059
